date de saisie;Activitées;description; Montant Brut ;Type;Années
18/03/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 361;298 408;Dépenses;2022
24/11/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 233;977 840;Dépenses;2022
03/05/2022;Retail Sales;Vente - Retail Sales - client 6793;4 246 594;Revenu;2022
14/02/2022;Maintenance;Charge - Maintenance - fournisseur 574;60 773;Dépenses;2022
01/09/2022;Maintenance;Charge - Maintenance - fournisseur 320;65 987;Dépenses;2022
02/06/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 200;2 883 886;Dépenses;2022
03/06/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 862;667 134;Dépenses;2022
06/10/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 717;37 426;Dépenses;2022
06/10/2022;Retail Sales;Vente - Retail Sales - client 8139;3 815 547;Revenu;2022
11/01/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 864;681 532;Dépenses;2022
05/06/2022;Rent;Charge - Rent - fournisseur 241;104 323;Dépenses;2022
07/09/2022;Retail Sales;Vente - Retail Sales - client 9779;5 834 403;Revenu;2022
17/08/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 696;226 818;Dépenses;2022
18/02/2022;Export Sales;Vente - Export Sales - client 5222;767 732;Revenu;2022
19/04/2022;Rent;Charge - Rent - fournisseur 809;261 824;Dépenses;2022
05/03/2022;Rent;Charge - Rent - fournisseur 564;105 448;Dépenses;2022
10/03/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 206;219 308;Dépenses;2022
01/10/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 632;460 810;Dépenses;2022
20/03/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 994;2 126 013;Dépenses;2022
07/03/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 213;382 099;Dépenses;2022
21/01/2022;Export Sales;Vente - Export Sales - client 8130;480 392;Revenu;2022
22/07/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 744;4 393 990;Dépenses;2022
03/05/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 696;117 551;Dépenses;2022
17/10/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 707;568 567;Dépenses;2022
21/07/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 619;143 062;Dépenses;2022
11/05/2022;Wholesale Sales;Vente - Wholesale Sales - client 4116;2 473 716;Revenu;2022
13/02/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 280;262 746;Dépenses;2022
25/12/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 832;879 064;Dépenses;2022
13/05/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 672;531 251;Dépenses;2022
07/09/2022;Wholesale Sales;Vente - Wholesale Sales - client 7997;2 804 916;Revenu;2022
20/03/2022;Rent;Charge - Rent - fournisseur 297;99 445;Dépenses;2022
28/12/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 772;581 772;Dépenses;2022
14/01/2022;Maintenance;Charge - Maintenance - fournisseur 734;100 875;Dépenses;2022
04/05/2022;Export Sales;Description manquante;490 259;Revenu;2022
23/04/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 367;539 706;Dépenses;2022
26/02/2022;Retail Sales;Vente - Retail Sales - client 1550;2 327 915;Revenu;2022
07/06/2022;Retail Sales;Vente - Retail Sales - client 3740;5 215 609;Revenu;2022
24/08/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 301;249 110;Dépenses;2022
13/06/2022;Other Operating Income;Vente - Other Operating Income - client 3128;347 112;Revenu;2022
25/03/2022;Maintenance;Charge - Maintenance - fournisseur 656;67 068;Dépenses;2022
27/12/2022;Other Operating Income;Vente - Other Operating Income - client 6477;558 679;Revenu;2022
23/10/2022;Rent;Charge - Rent - fournisseur 437;212 416;Dépenses;2022
01/11/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 204;119 998;Dépenses;2022
11/07/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 242;921 374;Dépenses;2022
18/11/2022;Maintenance;Charge - Maintenance - fournisseur 633;164 425;Dépenses;2022
15/12/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 210;789 178;Dépenses;2022
05/11/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 820;434 062;Dépenses;2022
22/01/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 828;635 684;Dépenses;2022
24/06/2022;Maintenance;Charge - Maintenance - fournisseur 440;81 542;Dépenses;2022
16/05/2022;Professional fees;Charge - Professional fees - fournisseur 211;36 359;Dépenses;2022
23/11/2022;Retail Sales;Vente - Retail Sales - client 1162;5 741 070;Revenu;2022
14/03/2022;Depreciation;Charge - Depreciation - fournisseur 644;180 516;Dépenses;2022
13/12/2022;Depreciation;Charge - Depreciation - fournisseur 745;431 379;Dépenses;2022
15/06/2022;Export Sales;Vente - Export Sales - client 7408;516 964;Revenu;2022
14/02/2022;Professional fees;Charge - Professional fees - fournisseur 774;50 522;Dépenses;2022
09/09/2022;Other Operating Income;Vente - Other Operating Income - client 3610;473 823;Revenu;2022
15/01/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 697;2 562 108;Dépenses;2022
25/06/2022;Professional fees;Charge - Professional fees - fournisseur 435;89 631;Dépenses;2022
16/09/2022;Depreciation;Charge - Depreciation - fournisseur 662;306 725;Dépenses;2022
22/03/2022;Professional fees;Charge - Professional fees - fournisseur 531;58 709;Dépenses;2022
09/09/2022;Export Sales;Vente - Export Sales - client 3631;785 623;Revenu;2022
19/02/2022;Export Sales;Vente - Export Sales - client 7178;709 317;Revenu;2022
19/02/2022;Other Operating Income;Vente - Other Operating Income - client 8548;348 868;Revenu;2022
11/08/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 883;88 683;Dépenses;2022
14/05/2022;Professional fees;Charge - Professional fees - fournisseur 539;65 539;Dépenses;2022
24/10/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 710;79 396;Dépenses;2022
26/10/2022;Professional fees;Charge - Professional fees - fournisseur 308;152 776;Dépenses;2022
26/01/2022;Depreciation;Charge - Depreciation - fournisseur 239;236 542;Dépenses;2022
14/08/2022;Maintenance;Charge - Maintenance - fournisseur 299;88 852;Dépenses;2022
26/10/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 702;4 869 203;Dépenses;2022
07/08/2022;Wholesale Sales;Vente - Wholesale Sales - client 9419;1 793 288;Revenu;2022
11/04/2022;Other Operating Income;Vente - Other Operating Income - client 3589;248 292;Revenu;2022
13/01/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 792;567 681;Dépenses;2022
06/12/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 222;377 592;Dépenses;2022
05/11/2022;Retail Sales;Vente - Retail Sales - client 5021;7 984 835;Revenu;2022
09/10/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 563;1 259 635;Dépenses;2022
17/05/2022;Maintenance;Charge - Maintenance - fournisseur 676;89 754;Dépenses;2022
11/05/2022;Retail Sales;Vente - Retail Sales - client 9797;3 844 226;Revenu;2022
20/06/2022;Other Operating Income;Vente - Other Operating Income - client 4552;229 859;Revenu;2022
21/05/2022;Maintenance;Charge - Maintenance - fournisseur 683;101 915;Dépenses;2022
07/11/2022;Rent;Charge - Rent - fournisseur 253;415 545;Dépenses;2022
19/04/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 543;227 370;Dépenses;2022
21/09/2022;Other Operating Income;Vente - Other Operating Income - client 3883;427 630;Revenu;2022
18/04/2022;Export Sales;Vente - Export Sales - client 1482;466 369;Revenu;2022
02/10/2022;Other Operating Income;Vente - Other Operating Income - client 6397;761 377;Revenu;2022
03/04/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 567;7 026 972;Dépenses;2022
27/04/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 674;275 684;Dépenses;2022
02/02/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 355;81 238;Dépenses;2022
24/08/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 229;4 151 632;Dépenses;2022
16/07/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 663;5 480 585;Dépenses;2022
19/11/2022;Wholesale Sales;Vente - Wholesale Sales - client 3473;4 663 711;Revenu;2022
05/03/2022;Other Operating Income;Vente - Other Operating Income - client 2759;144 817;Revenu;2022
23/01/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 816;262 065;Dépenses;2022
02/08/2022;Wholesale Sales;Vente - Wholesale Sales - client 3675;2 354 980;Revenu;2022
06/06/2022;Depreciation;Charge - Depreciation - fournisseur 709;139 835;Dépenses;2022
26/11/2022;Retail Sales;Vente - Retail Sales - client 9456;6 631 676;Revenu;2022
07/03/2022;Maintenance;Charge - Maintenance - fournisseur 772;69 891;Dépenses;2022
20/12/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 994;12 780 535;Dépenses;2022
12/02/2022;Wholesale Sales;Vente - Wholesale Sales - client 1590;2 032 417;Revenu;2022
07/12/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 855;337 320;Dépenses;2022
13/03/2022;Depreciation;Charge - Depreciation - fournisseur 847;203 972;Dépenses;2022
09/05/2022;Other Operating Income;Vente - Other Operating Income - client 2927;366 372;Revenu;2022
12/10/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 334;781 063;Dépenses;2022
26/10/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 383;296 567;Dépenses;2022
28/02/2022;Depreciation;Charge - Depreciation - fournisseur 565;263 504;Dépenses;2022
17/09/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 323;2 462 927;Dépenses;2022
05/07/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 708;1 249 731;Dépenses;2022
21/02/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 371;419 565;Dépenses;2022
20/04/2022;Other Operating Income;Vente - Other Operating Income - client 5372;192 901;Revenu;2022
02/08/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 807;426 294;Dépenses;2022
18/09/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 297;157 303;Dépenses;2022
12/06/2022;Depreciation;Charge - Depreciation - fournisseur 833;222 385;Dépenses;2022
18/03/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 469;3 302 914;Dépenses;2022
24/05/2022;Capex - Machinery/Equipment;Achat d'équipement de production;-13 521 216;Capex;2022
06/01/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 804;213 522;Dépenses;2022
09/05/2022;Wholesale Sales;Vente - Wholesale Sales - client 1518;2 216 756;Revenu;2022
06/10/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 570;59 514;Dépenses;2022
21/06/2022;Other Operating Income;Vente - Other Operating Income - client 2240;295 294;Revenu;2022
15/04/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 311;395 604;Dépenses;2022
13/06/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 700;382 374;Dépenses;2022
03/12/2022;Wholesale Sales;Vente - Wholesale Sales - client 3875;2 014 794;Revenu;2022
24/09/2022;Professional fees;Charge - Professional fees - fournisseur 489;73 959;Dépenses;2022
25/06/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 945;587 129;Dépenses;2022
15/12/2022;Retail Sales;Vente - Retail Sales - client 3044;3 963 843;Revenu;2022
23/05/2022;Other Operating Income;Vente - Other Operating Income - client 3319;395 427;Revenu;2022
12/02/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 466;280 972;Dépenses;2022
19/03/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 918;1 595 269;Dépenses;2022
10/11/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 510;1 298 521;Dépenses;2022
15/06/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 995;2 176 780;Dépenses;2022
25/04/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 384;215 396;Dépenses;2022
11/11/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 223;407 190;Dépenses;2022
24/07/2022;Export Sales;Vente - Export Sales - client 6500;744 949;Revenu;2022
07/08/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 816;510 851;Dépenses;2022
22/11/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 578;5 619 732;Dépenses;2022
15/01/2022;Export Sales;Vente - Export Sales - client 1389;487 073;Revenu;2022
27/11/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 451;1 503 577;Dépenses;2022
14/01/2022;Retail Sales;Vente - Retail Sales - client 3611;3 997 098;Revenu;2022
07/11/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 287;415 139;Dépenses;2022
21/09/2022;Export Sales;Vente - Export Sales - client 2055;845 085;Revenu;2022
24/09/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 966;3 947 649;Dépenses;2022
17/02/2022;Professional fees;Charge - Professional fees - fournisseur 445;74 659;Dépenses;2022
22/05/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 682;7 752 224;Dépenses;2022
10/11/2022;Wholesale Sales;Vente - Wholesale Sales - client 9516;6 250 325;Revenu;2022
22/04/2022;Professional fees;Charge - Professional fees - fournisseur 316;80 516;Dépenses;2022
20/11/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 321;962 318;Dépenses;2022
08/06/2022;Wholesale Sales;Vente - Wholesale Sales - client 9724;2 421 763;Revenu;2022
28/02/2022;Retail Sales;Vente - Retail Sales - client 4304;2 434 979;Revenu;2022
27/03/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 751;2 447 388;Dépenses;2022
02/05/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 501;659 549;Dépenses;2022
15/07/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 630;1 371 381;Dépenses;2022
26/06/2022;Depreciation;Charge - Depreciation - fournisseur 315;203 168;Dépenses;2022
17/11/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 783;373 096;Dépenses;2022
02/04/2022;Retail Sales;Vente - Retail Sales - client 9631;3 115 725;Revenu;2022
11/02/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 521;471 394;Dépenses;2022
01/03/2022;Retail Sales;Vente - Retail Sales - client 3468;3 124 789;Revenu;2022
13/09/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 930;153 622;Dépenses;2022
15/12/2022;Rent;Charge - Rent - fournisseur 512;264 454;Dépenses;2022
16/03/2022;Other Operating Income;Vente - Other Operating Income - client 3583;167 087;Revenu;2022
16/04/2022;Depreciation;Charge - Depreciation - fournisseur 499;217 629;Dépenses;2022
16/04/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 819;4 302 067;Dépenses;2022
27/08/2022;Export Sales;Vente - Export Sales - client 6761;1 075 244;Revenu;2022
19/10/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 501;409 669;Dépenses;2022
24/04/2022;Export Sales;Vente - Export Sales - client 7445;539 595;Revenu;2022
12/02/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 693;634 393;Dépenses;2022
10/12/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 256;1 096 512;Dépenses;2022
21/03/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 784;1 170 250;Dépenses;2022
16/08/2022;Retail Sales;Vente - Retail Sales - client 5979;3 942 583;Revenu;2022
20/05/2022;Other Operating Income;Vente - Other Operating Income - client 6101;319 592;Revenu;2022
24/03/2022;Wholesale Sales;Vente - Wholesale Sales - client 5049;3 194 111;Revenu;2022
06/02/2022;Retail Sales;Vente - Retail Sales - client 1852;2 604 125;Revenu;2022
24/03/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 588;2 682 407;Dépenses;2022
28/08/2022;Other Operating Income;Vente - Other Operating Income - client 9612;548 440;Revenu;2022
03/12/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 210;432 915;Dépenses;2022
19/07/2022;Retail Sales;Vente - Retail Sales - client 4643;1 998 494;Revenu;2022
12/10/2022;Maintenance;Charge - Maintenance - fournisseur 467;179 452;Dépenses;2022
09/06/2022;Other Operating Income;Vente - Other Operating Income - client 6298;262 355;Revenu;2022
13/09/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 208;326 118;Dépenses;2022
17/06/2022;Export Sales;Vente - Export Sales - client 2600;568 669;Revenu;2022
02/07/2022;Export Sales;Vente - Export Sales - client 6963;628 005;Revenu;2022
22/04/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 802;613 724;Dépenses;2022
22/12/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 800;693 474;Dépenses;2022
26/07/2022;Retail Sales;Vente - Retail Sales - client 3568;2 597 891;Revenu;2022
23/06/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 593;548 600;Dépenses;2022
08/02/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 411;5 862 149;Dépenses;2022
20/11/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 880;631 117;Dépenses;2022
25/02/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 359;5 030 484;Dépenses;2022
08/09/2022;Rent;Charge - Rent - fournisseur 361;475 383;Dépenses;2022
14/08/2022;Export Sales;Vente - Export Sales - client 8944;844 016;Revenu;2022
06/05/2022;Depreciation;Charge - Depreciation - fournisseur 431;183 832;Dépenses;2022
13/09/2022;Wholesale Sales;Vente - Wholesale Sales - client 7788;2 276 618;Revenu;2022
27/01/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 480;584 835;Dépenses;2022
16/10/2022;Wholesale Sales;Vente - Wholesale Sales - client 8499;3 104 260;Revenu;2022
07/10/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 332;3 992 152;Dépenses;2022
23/09/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 364;1 202 007;Dépenses;2022
16/08/2022;Other Operating Income;Vente - Other Operating Income - client 1284;511 701;Revenu;2022
18/11/2022;Depreciation;Charge - Depreciation - fournisseur 675;327 807;Dépenses;2022
06/09/2022;Depreciation;Charge - Depreciation - fournisseur 576;449 006;Dépenses;2022
01/01/2022;Other Operating Income;Vente - Other Operating Income - client 7113;269 302;Revenu;2022
10/11/2022;Maintenance;Charge - Maintenance - fournisseur 835;108 858;Dépenses;2022
07/06/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 641;3 670 567;Dépenses;2022
16/11/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 905;856 570;Dépenses;2022
10/08/2022;Depreciation;Charge - Depreciation - fournisseur 998;132 231;Dépenses;2022
25/03/2022;Professional fees;Charge - Professional fees - fournisseur 224;62 388;Dépenses;2022
16/07/2022;Wholesale Sales;Vente - Wholesale Sales - client 8412;4 340 239;Revenu;2022
26/10/2022;Depreciation;Charge - Depreciation - fournisseur 683;207 419;Dépenses;2022
16/09/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 633;963 390;Dépenses;2022
25/02/2022;Wholesale Sales;Vente - Wholesale Sales - client 5520;1 906 987;Revenu;2022
20/10/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 660;259 632;Dépenses;2022
20/06/2022;Rent;Charge - Rent - fournisseur 378;124 296;Dépenses;2022
21/09/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 649;292 823;Dépenses;2022
25/01/2022;Maintenance;Charge - Maintenance - fournisseur 959;62 885;Dépenses;2022
06/06/2022;Other Operating Income;Vente - Other Operating Income - client 5336;256 419;Revenu;2022
19/01/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 356;1 875 853;Dépenses;2022
12/12/2022;Retail Sales;Vente - Retail Sales - client 3022;3 321 552;Revenu;2022
02/03/2022;Other Operating Income;Vente - Other Operating Income - client 1983;195 529;Revenu;2022
19/02/2022;Maintenance;Charge - Maintenance - fournisseur 381;41 648;Dépenses;2022
28/07/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 222;1 026 876;Dépenses;2022
11/12/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 779;585 427;Dépenses;2022
11/04/2022;Retail Sales;Vente - Retail Sales - client 1372;3 060 709;Revenu;2022
26/05/2022;Depreciation;Charge - Depreciation - fournisseur 666;218 098;Dépenses;2022
11/03/2022;Export Sales;Description manquante;590 337;Revenu;2022
22/08/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 907;115 863;Dépenses;2022
03/07/2022;Rent;Charge - Rent - fournisseur 223;314 878;Dépenses;2022
13/08/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 859;313 359;Dépenses;2022
03/10/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 509;499 252;Dépenses;2022
16/12/2022;Retail Sales;Vente - Retail Sales - client 4838;3 382 742;Revenu;2022
01/10/2022;Retail Sales;Vente - Retail Sales - client 1745;4 058 121;Revenu;2022
05/10/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 864;458 889;Dépenses;2022
04/08/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 613;264 536;Dépenses;2022
06/06/2022;Retail Sales;Vente - Retail Sales - client 8944;5 827 503;Revenu;2022
18/03/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 522;326 567;Dépenses;2022
26/03/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 577;471 246;Dépenses;2022
27/10/2022;Export Sales;Vente - Export Sales - client 9335;1 315 722;Revenu;2022
19/07/2022;Export Sales;Vente - Export Sales - client 9887;609 999;Revenu;2022
21/01/2022;Other Operating Income;Vente - Other Operating Income - client 7760;191 136;Revenu;2022
09/11/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 850;105 634;Dépenses;2022
02/11/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 753;612 919;Dépenses;2022
21/05/2022;Retail Sales;Vente - Retail Sales - client 7147;2 896 153;Revenu;2022
14/04/2022;Depreciation;Charge - Depreciation - fournisseur 739;172 282;Dépenses;2022
22/10/2022;Retail Sales;Vente - Retail Sales - client 7466;3 533 151;Revenu;2022
20/08/2022;Rent;Charge - Rent - fournisseur 591;306 304;Dépenses;2022
09/06/2022;Capex - Machinery/Equipment;Achat d'équipement de production;-17 872 763;Capex;2022
01/11/2022;Depreciation;Charge - Depreciation - fournisseur 439;385 024;Dépenses;2022
03/04/2022;Wholesale Sales;Vente - Wholesale Sales - client 9709;2 613 864;Revenu;2022
25/10/2022;Maintenance;Charge - Maintenance - fournisseur 563;141 871;Dépenses;2022
18/01/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 343;673 376;Dépenses;2022
08/04/2022;Export Sales;Vente - Export Sales - client 5953;441 590;Revenu;2022
07/01/2022;Other Operating Income;Vente - Other Operating Income - client 5992;217 229;Revenu;2022
05/12/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 786;987 153;Dépenses;2022
07/01/2022;Depreciation;Charge - Depreciation - fournisseur 216;336 702;Dépenses;2022
12/07/2022;Rent;Charge - Rent - fournisseur 656;349 176;Dépenses;2022
06/02/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 270;81 525;Dépenses;2022
11/04/2022;Rent;Charge - Rent - fournisseur 505;238 572;Dépenses;2022
18/11/2022;Maintenance;Charge - Maintenance - fournisseur 582;147 448;Dépenses;2022
01/07/2022;Wholesale Sales;Vente - Wholesale Sales - client 2486;4 208 042;Revenu;2022
08/09/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 974;265 741;Dépenses;2022
15/05/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 874;111 554;Dépenses;2022
26/12/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 665;589 298;Dépenses;2022
04/12/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 792;10 440 287;Dépenses;2022
15/05/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 532;460 086;Dépenses;2022
11/05/2022;Export Sales;Vente - Export Sales - client 2426;909 828;Revenu;2022
16/02/2022;Professional fees;Charge - Professional fees - fournisseur 973;55 190;Dépenses;2022
07/08/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 741;2 367 973;Dépenses;2022
26/01/2022;Professional fees;Charge - Professional fees - fournisseur 904;189 317;Dépenses;2022
17/08/2022;Maintenance;Charge - Maintenance - fournisseur 360;96 765;Dépenses;2022
22/06/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 869;608 240;Dépenses;2022
22/05/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 860;465 646;Dépenses;2022
02/01/2022;Rent;Charge - Rent - fournisseur 350;100 049;Dépenses;2022
17/02/2022;Wholesale Sales;Description manquante;3 014 177;Revenu;2022
05/10/2022;Other Operating Income;Vente - Other Operating Income - client 6300;963 247;Revenu;2022
03/12/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 910;993 760;Dépenses;2022
03/12/2022;Maintenance;Charge - Maintenance - fournisseur 944;157 419;Dépenses;2022
23/07/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 546;423 207;Dépenses;2022
13/12/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 479;120 976;Dépenses;2022
22/10/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 674;484 301;Dépenses;2022
05/04/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 685;426 443;Dépenses;2022
01/04/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 814;510 500;Dépenses;2022
24/03/2022;Rent;Charge - Rent - fournisseur 422;97 725;Dépenses;2022
07/10/2022;Export Sales;Vente - Export Sales - client 2533;999 438;Revenu;2022
16/08/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 993;4 906 561;Dépenses;2022
23/10/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 569;385 700;Dépenses;2022
10/11/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 372;400 970;Dépenses;2022
05/06/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 749;661 505;Dépenses;2022
08/08/2022;Other Operating Income;Vente - Other Operating Income - client 9247;495 273;Revenu;2022
26/07/2022;Export Sales;Vente - Export Sales - client 4030;527 172;Revenu;2022
19/05/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 676;724 267;Dépenses;2022
02/04/2022;Depreciation;Charge - Depreciation - fournisseur 568;200 571;Dépenses;2022
07/01/2022;Other Operating Income;Vente - Other Operating Income - client 5140;185 106;Revenu;2022
04/03/2022;Export Sales;Vente - Export Sales - client 9534;675 063;Revenu;2022
01/11/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 385;424 767;Dépenses;2022
13/06/2022;Wholesale Sales;Vente - Wholesale Sales - client 8353;2 221 794;Revenu;2022
09/02/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 938;176 625;Dépenses;2022
05/05/2022;Rent;Charge - Rent - fournisseur 627;142 762;Dépenses;2022
